Contract,tenure,MonthlyCharges,Churn
Month-to-month,6,82.85,Yes
Two year,71,93.2,No
One year,67,84.8,No
One year,60,71.75,No
Month-to-month,23,30.35,No
One year,39,54.85,No
One year,15,19.5,No
Month-to-month,53,103.85,Yes
Two year,24,24.2,No
Month-to-month,37,19.35,No
Month-to-month,5,83.6,Yes
One year,50,100.65,No
One year,54,94.1,No
Month-to-month,3,74.55,No
One year,68,108.45,Yes
Month-to-month,5,56.15,No
Two year,33,20.35,No
One year,41,80.55,No
One year,34,61.25,No
Month-to-month,13,20.45,No
Month-to-month,20,18.9,No
Two year,51,19.6,No
Month-to-month,3,91.5,Yes
Month-to-month,41,45.2,No
Month-to-month,13,19.45,No
Two year,35,25.45,No
Month-to-month,12,80.85,Yes
Month-to-month,4,94.9,No
Month-to-month,43,49.05,Yes
Month-to-month,12,29.3,No
Month-to-month,68,105.3,Yes
Month-to-month,25,88.95,Yes
One year,7,20.25,No
One year,66,110.85,Yes
One year,53,110.5,No
Month-to-month,63,109.4,No
Two year,70,114.2,Yes
Month-to-month,27,36.5,Yes
Month-to-month,1,70.75,Yes
Month-to-month,5,19.95,No
One year,37,19.6,No
Month-to-month,3,40.15,Yes
Month-to-month,12,76.6,No
One year,38,19.6,No
Month-to-month,9,85.3,No
Month-to-month,13,65.85,No
Month-to-month,29,94.45,Yes
Two year,47,20.05,No
Month-to-month,61,99.4,No
Month-to-month,16,20.0,No
Two year,41,78.45,No
Two year,43,25.1,No
Month-to-month,36,97.35,Yes
Month-to-month,6,55.0,No
One year,58,71.1,No
Month-to-month,19,61.55,No
Month-to-month,11,45.9,No
One year,39,40.3,No
Month-to-month,8,87.1,No
Month-to-month,26,49.5,No
Month-to-month,53,73.8,No
Two year,70,19.2,No
Month-to-month,1,45.3,Yes
Two year,59,25.0,No
Month-to-month,2,94.95,Yes
One year,7,35.3,No
Month-to-month,12,44.55,Yes
One year,59,76.75,No
Two year,61,81.0,No
Two year,72,105.55,No
Month-to-month,13,18.8,No
One year,64,24.9,No
Month-to-month,1,23.45,Yes
One year,10,64.9,No
One year,65,61.35,No
Two year,62,113.95,No
One year,55,90.15,No
Month-to-month,25,54.1,No
Month-to-month,1,29.7,Yes
Month-to-month,1,49.8,No
Month-to-month,59,101.1,Yes
Two year,64,24.4,No
Month-to-month,36,95.0,No
Month-to-month,3,50.65,Yes
Two year,61,69.9,No
One year,26,39.95,No
Month-to-month,1,55.4,Yes
Month-to-month,1,90.6,Yes
Two year,68,103.25,No
Month-to-month,2,86.85,Yes
Two year,72,94.25,No
Two year,71,47.05,No
Two year,57,20.55,No
Month-to-month,4,19.65,No
Month-to-month,1,70.2,No
Two year,72,81.0,No
One year,21,75.9,No
Two year,71,24.7,No
Month-to-month,29,99.05,Yes
Two year,69,110.25,No
Two year,64,85.0,No
Month-to-month,16,19.75,No
One year,4,23.9,No
One year,52,111.25,Yes
Month-to-month,2,55.1,Yes
Month-to-month,1,19.95,No
Month-to-month,18,25.15,No
Month-to-month,2,54.15,No
Month-to-month,19,59.8,No
Month-to-month,40,83.85,No
One year,66,104.9,No
Month-to-month,21,75.3,No
Month-to-month,8,66.65,No
Two year,72,109.5,No
One year,48,73.85,No
Two year,69,19.3,No
Two year,72,118.2,No
One year,14,51.45,No
Month-to-month,6,59.45,No
Two year,8,19.5,No
One year,17,19.55,No
One year,65,93.55,No
One year,57,59.3,No
Month-to-month,13,102.25,Yes
Month-to-month,19,95.9,Yes
One year,56,109.8,No
Month-to-month,14,78.1,No
Month-to-month,52,39.9,No
Two year,58,64.9,No
Month-to-month,47,95.05,Yes
Month-to-month,67,53.4,No
Month-to-month,2,24.9,No
Month-to-month,6,44.7,No
Two year,71,114.0,No
Two year,46,20.25,No
Month-to-month,5,53.85,Yes
Month-to-month,67,83.85,No
Month-to-month,3,20.2,No
Month-to-month,3,19.95,No
Month-to-month,52,104.2,Yes
Month-to-month,42,50.25,Yes
One year,50,20.35,No
Month-to-month,23,90.0,No
Two year,67,54.2,No
Month-to-month,25,99.5,Yes
One year,39,99.1,No
Two year,69,66.9,No
One year,1,25.85,No
Month-to-month,32,91.05,No
Month-to-month,9,71.0,Yes
Month-to-month,16,93.2,Yes
Two year,60,20.95,No
Two year,72,109.2,No
Month-to-month,5,19.35,Yes
Month-to-month,26,85.8,No
Month-to-month,3,19.85,Yes
Month-to-month,2,19.65,No
One year,2,20.5,No
One year,36,89.65,No
Month-to-month,7,74.35,No
Two year,60,49.45,No
Month-to-month,19,89.1,No
Two year,45,75.15,No
Month-to-month,4,70.65,No
Month-to-month,31,104.2,Yes
Month-to-month,47,90.05,No
Month-to-month,1,79.25,Yes
Month-to-month,1,44.9,Yes
Month-to-month,1,19.4,No
Month-to-month,59,88.75,No
Month-to-month,10,70.1,Yes
Month-to-month,35,91.0,No
Month-to-month,4,29.65,Yes
One year,32,90.8,No
Month-to-month,43,77.85,Yes
Month-to-month,4,54.3,Yes
Two year,54,18.95,No
Month-to-month,11,95.15,Yes
Two year,66,102.4,No
One year,61,99.9,No
Two year,72,88.7,No
One year,44,54.3,No
Month-to-month,41,55.7,No
One year,50,103.95,No
One year,47,110.85,Yes
Two year,8,20.15,No
Month-to-month,18,20.05,No
Two year,72,91.95,No
Month-to-month,1,80.5,Yes
Month-to-month,42,55.65,No
Month-to-month,18,74.7,No
One year,13,104.15,No
One year,68,83.65,No
Month-to-month,4,72.2,Yes
Two year,69,110.05,No
Month-to-month,17,51.5,Yes
Two year,25,25.5,No
Month-to-month,43,89.55,Yes
Two year,59,19.5,No
Month-to-month,5,80.7,No
One year,21,77.5,Yes
One year,69,105.1,No
Month-to-month,13,25.15,No
Month-to-month,42,95.25,Yes
Month-to-month,52,95.65,No
Month-to-month,46,85.0,Yes
Two year,61,80.8,No
One year,29,24.85,No
One year,25,54.75,No
Month-to-month,5,85.75,Yes
One year,15,50.75,No
Two year,19,20.15,No
Two year,44,20.05,No
Month-to-month,6,98.25,Yes
Two year,58,71.6,No
One year,62,81.45,No
One year,70,58.4,No
Month-to-month,1,25.7,Yes
Two year,10,53.7,No
One year,26,19.6,No
Month-to-month,66,89.4,No
Month-to-month,7,69.0,Yes
One year,51,84.2,No
Two year,72,106.1,No
Two year,65,25.75,No
Month-to-month,2,46.05,Yes
One year,70,64.95,No
Two year,72,85.45,No
Month-to-month,1,20.05,No
Month-to-month,1,76.4,Yes
Month-to-month,5,100.5,Yes
Month-to-month,3,20.7,No
Two year,58,25.3,No
Month-to-month,22,40.05,Yes
Month-to-month,33,100.6,No
Month-to-month,1,69.95,Yes
Month-to-month,54,74.0,No
Two year,72,99.4,No
Month-to-month,1,93.3,Yes
Month-to-month,3,49.15,Yes
Two year,72,107.45,No
Two year,72,83.6,No
Month-to-month,54,99.05,No
One year,59,80.1,No
Two year,54,65.3,No
Two year,60,89.55,No
Two year,60,60.8,No
Month-to-month,3,74.5,No
Two year,69,99.15,No
Month-to-month,1,19.25,No
Month-to-month,50,39.45,No
Month-to-month,56,44.85,No
Two year,60,97.2,No
One year,69,110.55,No
Month-to-month,1,35.05,Yes
Month-to-month,1,73.0,Yes
Month-to-month,3,19.9,No
Two year,60,76.95,No
Two year,13,35.4,No
Two year,62,20.45,No
One year,45,96.75,No
One year,25,54.2,No
Two year,44,100.1,No
Month-to-month,2,45.25,No
Month-to-month,33,83.85,Yes
Month-to-month,1,70.1,Yes
One year,22,20.85,No
Month-to-month,35,33.45,No
Two year,29,20.2,No
One year,27,85.9,No
One year,54,61.0,No
Month-to-month,2,70.65,Yes
One year,57,86.9,No
Two year,62,69.4,No
One year,15,20.35,No
Month-to-month,2,20.35,Yes
Two year,70,104.3,No
Month-to-month,21,44.95,No
One year,23,49.45,No
One year,6,20.6,No
Two year,4,19.55,No
Month-to-month,3,99.0,Yes
Month-to-month,23,93.5,No
One year,26,54.55,No
Month-to-month,8,20.05,No
Month-to-month,26,83.95,Yes
Month-to-month,2,79.45,No
Two year,67,116.2,Yes
Two year,71,93.7,Yes
One year,59,79.85,No
One year,39,100.0,No
Two year,21,19.6,No
Month-to-month,1,19.7,Yes
Two year,48,20.2,No
One year,31,50.4,No
One year,64,113.35,No
Month-to-month,46,80.0,No
Two year,52,80.95,No
Two year,67,24.9,No
Month-to-month,67,54.9,No
Month-to-month,5,75.55,Yes
Two year,71,109.25,No
Month-to-month,9,77.65,Yes
Month-to-month,26,95.0,Yes
One year,71,116.3,No
Month-to-month,32,19.9,No
Month-to-month,2,70.35,No
Two year,71,25.6,No
One year,60,44.45,No
One year,55,100.15,No
One year,54,105.4,Yes
Month-to-month,2,95.85,Yes
Month-to-month,6,73.85,No
Two year,48,70.1,No
Two year,63,25.25,No
Month-to-month,1,79.15,Yes
Month-to-month,12,21.05,No
Month-to-month,54,24.95,No
One year,30,64.5,No
Month-to-month,30,19.65,Yes
Month-to-month,4,79.0,Yes
One year,40,105.95,No
Month-to-month,9,75.85,No
Month-to-month,17,91.85,Yes
Two year,62,43.6,No
One year,28,91.25,No
Two year,70,89.75,No
Two year,46,104.4,No
Month-to-month,23,90.15,No
One year,47,40.3,No
Two year,68,105.25,No
One year,60,106.0,Yes
Two year,67,104.0,No
Month-to-month,14,69.65,No
Month-to-month,57,74.3,No
One year,55,100.9,No
Month-to-month,1,20.25,No
Month-to-month,1,49.9,Yes
Month-to-month,23,96.9,No
Month-to-month,13,100.35,Yes
Month-to-month,47,104.1,No
One year,38,20.1,No
Month-to-month,38,74.95,Yes
Month-to-month,2,56.55,No
Month-to-month,1,49.25,Yes
Month-to-month,15,68.6,No
Month-to-month,26,69.05,No
Two year,35,19.7,No
Month-to-month,3,20.05,No
Month-to-month,50,103.7,Yes
Month-to-month,42,94.4,No
Month-to-month,10,54.95,No
One year,61,93.7,No
Two year,68,110.25,No
One year,10,98.9,No
One year,65,89.75,Yes
Two year,72,80.45,No
Month-to-month,55,79.4,No
Month-to-month,1,20.3,Yes
Month-to-month,7,62.8,No
Month-to-month,2,74.9,No
Month-to-month,9,74.85,No
Two year,27,25.85,No
Month-to-month,7,101.95,Yes
Two year,64,68.3,No
Two year,70,48.4,No
Month-to-month,2,94.0,Yes
Two year,67,105.05,No
Month-to-month,45,89.3,Yes
Two year,24,25.15,No
Two year,4,19.5,No
Month-to-month,44,92.95,No
Two year,72,20.7,No
Month-to-month,1,74.3,Yes
Two year,66,19.35,No
Month-to-month,1,44.65,Yes
Month-to-month,13,84.05,Yes
Month-to-month,10,80.7,Yes
Month-to-month,65,104.35,No
Month-to-month,1,19.55,No
One year,38,74.05,No
Two year,23,40.1,No
One year,10,20.1,No
Month-to-month,4,101.7,Yes
Two year,72,83.55,No
Month-to-month,35,56.85,No
Month-to-month,1,20.4,Yes
Two year,58,19.55,No
One year,70,106.15,No
One year,38,78.95,No
Month-to-month,60,49.75,No
Month-to-month,26,92.4,No
One year,8,58.2,No
One year,41,102.6,Yes
Month-to-month,36,91.95,No
One year,54,65.25,No
Two year,71,106.0,Yes
Month-to-month,55,73.1,No
Two year,72,59.75,No
Month-to-month,3,55.1,Yes
Two year,54,59.8,No
Two year,72,116.6,No
Two year,52,109.3,No
One year,60,101.4,No
Month-to-month,39,50.65,No
One year,15,56.15,No
Two year,69,106.5,Yes
One year,43,19.2,No
One year,63,83.0,No
Month-to-month,2,70.1,No
Two year,72,108.3,No
Month-to-month,32,91.05,Yes
Two year,40,25.25,No
One year,58,45.35,No
Two year,67,43.9,No
Month-to-month,51,77.5,Yes
One year,31,79.3,No
Month-to-month,69,84.9,No
One year,32,79.25,No
Two year,21,71.05,No
One year,52,53.75,No
Two year,72,24.25,No
Two year,72,54.2,Yes
One year,52,44.25,No
One year,41,50.05,No
Two year,41,20.15,No
Month-to-month,6,69.25,Yes
One year,67,69.35,No
Month-to-month,16,19.35,No
Two year,17,19.15,No
Month-to-month,35,61.0,No
Two year,58,20.5,No
Month-to-month,1,50.5,Yes
Two year,52,50.2,No
Two year,70,79.6,No
Two year,19,24.9,No
Month-to-month,1,74.4,Yes
Month-to-month,35,106.9,No
Month-to-month,32,101.35,No
Month-to-month,17,55.35,No
One year,67,50.55,No
Month-to-month,9,19.5,No
One year,31,79.45,Yes
Month-to-month,4,90.65,No
One year,58,89.85,No
One year,60,79.0,No
One year,58,104.65,Yes
Month-to-month,1,19.55,No
Two year,27,19.9,No
One year,66,116.25,No
Month-to-month,15,87.75,No
Month-to-month,47,100.05,Yes
Month-to-month,41,81.3,No
Month-to-month,59,44.3,No
Two year,50,70.35,No
One year,17,44.45,No
Month-to-month,6,49.15,No
Month-to-month,51,29.45,No
Month-to-month,44,100.55,Yes
Month-to-month,49,85.3,No
Month-to-month,2,95.65,Yes
One year,59,69.1,No
Month-to-month,50,70.35,No
Two year,59,20.6,No
Month-to-month,18,74.15,No
Month-to-month,10,75.05,No
One year,14,44.6,No
Two year,35,21.45,No
One year,8,43.45,No
One year,18,20.05,No
One year,60,94.15,No
Month-to-month,1,94.4,Yes
Two year,6,19.55,No
Month-to-month,19,75.9,No
One year,53,64.15,No
Two year,72,109.55,No
Two year,60,110.8,No
Month-to-month,1,55.0,Yes
Month-to-month,13,53.45,No
Month-to-month,5,69.95,No
Month-to-month,1,101.45,Yes
Month-to-month,13,97.0,No
One year,37,90.6,No
Month-to-month,64,73.55,No
Month-to-month,5,67.95,Yes
Two year,61,94.35,No
Month-to-month,1,69.5,Yes
Month-to-month,1,18.85,Yes
One year,26,19.4,No
Month-to-month,1,69.2,Yes
Two year,24,19.75,No
One year,17,54.6,No
Month-to-month,26,29.8,No
Month-to-month,1,69.65,Yes
Month-to-month,40,101.85,Yes
Month-to-month,52,103.05,No
Month-to-month,1,82.3,Yes
Month-to-month,1,20.3,No
Two year,21,35.1,No
One year,67,105.7,No
Month-to-month,44,56.25,No
One year,70,60.35,No
Month-to-month,3,79.25,Yes
Two year,56,59.8,No
Month-to-month,13,84.6,Yes
Month-to-month,58,93.4,Yes
Month-to-month,42,94.2,Yes
Month-to-month,1,25.05,Yes
Two year,46,99.65,No
Two year,63,50.65,No
Month-to-month,11,60.9,No
Month-to-month,15,59.65,No
Two year,72,64.7,No
Month-to-month,29,25.1,Yes
Month-to-month,1,48.95,Yes
Month-to-month,6,54.85,No
Month-to-month,1,45.3,Yes
One year,63,91.35,No
Month-to-month,2,85.85,Yes
Two year,18,25.1,No
Month-to-month,43,34.0,No
One year,15,45.9,No
Month-to-month,10,95.2,Yes
Two year,55,20.5,No
One year,49,100.6,Yes
Month-to-month,6,55.3,Yes
Two year,70,20.35,No
Month-to-month,2,74.85,Yes
One year,63,36.1,No
Month-to-month,25,65.8,No
One year,18,20.35,No
Month-to-month,28,105.8,No
One year,53,96.75,No
One year,35,102.35,Yes
Month-to-month,1,24.4,No
One year,70,115.65,Yes
Month-to-month,2,79.85,Yes
Month-to-month,26,73.05,No
One year,34,64.35,No
Two year,19,20.5,No
Month-to-month,15,76.0,Yes
One year,62,54.75,No
Month-to-month,42,104.75,Yes
Month-to-month,9,74.65,Yes
Month-to-month,24,51.15,No
Two year,68,41.95,No
Month-to-month,31,54.35,No
Month-to-month,1,56.25,Yes
Month-to-month,21,106.1,Yes
One year,63,96.0,No
Month-to-month,2,79.75,Yes
Two year,61,61.45,No
Month-to-month,1,68.65,Yes
One year,18,19.65,No
One year,6,19.0,No
Month-to-month,33,100.0,No
Month-to-month,16,20.25,Yes
Month-to-month,56,98.7,No
One year,23,19.8,No
Month-to-month,9,73.8,No
Month-to-month,14,100.2,Yes
Month-to-month,15,74.9,Yes
Month-to-month,5,20.05,No
Month-to-month,61,106.2,No
Two year,70,116.55,No
Month-to-month,15,99.7,No
Two year,8,19.7,No
Two year,8,19.5,No
Month-to-month,4,29.15,No
One year,34,55.0,No
Two year,68,90.8,No
One year,45,51.0,No
Month-to-month,9,90.1,No
Month-to-month,22,59.05,No
Month-to-month,2,20.3,No
Two year,70,72.95,No
One year,10,73.55,No
Two year,72,84.3,No
One year,49,78.0,No
One year,54,72.1,No
Two year,71,106.75,No
One year,22,19.25,No
Two year,50,20.55,No
One year,43,20.0,No
Two year,45,24.65,No
Month-to-month,64,103.5,No
Two year,23,23.85,No
Two year,68,25.8,No
Month-to-month,1,70.85,Yes
Month-to-month,2,69.8,Yes
One year,26,59.45,No
Month-to-month,55,54.55,Yes
Month-to-month,14,20.05,No
Two year,71,82.55,No
One year,64,81.25,No
Month-to-month,7,70.75,Yes
Two year,57,74.3,No
Month-to-month,13,94.1,Yes
Month-to-month,3,29.7,Yes
Two year,72,109.7,No
Month-to-month,40,96.35,No
Month-to-month,14,66.6,No
Month-to-month,2,44.5,No
One year,66,110.9,Yes
Month-to-month,38,105.0,Yes
Month-to-month,1,25.3,Yes
One year,22,55.15,Yes
Month-to-month,1,20.1,Yes
Month-to-month,5,80.1,No
One year,29,69.05,No
Month-to-month,1,69.9,Yes
Month-to-month,3,20.4,No
Two year,71,19.7,No
Month-to-month,9,50.1,No
Month-to-month,43,101.4,Yes
One year,48,83.45,No
Month-to-month,26,86.65,No
Month-to-month,9,20.15,No
Month-to-month,1,80.8,Yes
Two year,46,19.4,No
Month-to-month,2,62.05,Yes
Month-to-month,1,76.45,Yes
Two year,64,60.05,No
Month-to-month,12,91.3,Yes
Month-to-month,6,95.75,Yes
One year,59,20.35,No
One year,7,94.05,No
Two year,72,84.1,No
Month-to-month,16,78.75,No
Month-to-month,25,55.55,No
Month-to-month,34,62.65,Yes
Month-to-month,1,74.5,Yes
Month-to-month,10,102.1,Yes
One year,24,20.1,No
One year,10,70.3,No
One year,69,53.65,No
Two year,57,20.75,No
One year,50,103.4,No
One year,28,50.8,No
Month-to-month,16,50.15,Yes
Month-to-month,25,79.0,No
Month-to-month,3,74.6,No
One year,61,96.5,No
Month-to-month,2,20.1,No
One year,51,19.4,No
Two year,71,77.55,No
Month-to-month,20,20.05,No
Month-to-month,6,19.85,No
Month-to-month,6,20.2,No
Month-to-month,29,67.45,No
Two year,36,18.55,No
Month-to-month,28,29.75,No
Month-to-month,7,86.5,Yes
Two year,63,24.2,No
Two year,48,23.55,No
One year,49,20.45,No
Month-to-month,27,81.45,Yes
Two year,72,92.3,No
Month-to-month,1,69.15,Yes
Two year,72,53.65,No
One year,47,39.65,No
Month-to-month,1,54.65,No
One year,36,104.8,No
Month-to-month,43,29.3,No
Month-to-month,27,83.85,No
Month-to-month,9,79.55,Yes
Month-to-month,38,103.65,No
Month-to-month,35,99.05,No
Two year,59,100.05,No
Two year,27,20.35,No
Month-to-month,2,43.95,No
Month-to-month,7,23.5,No
One year,36,70.7,No
Month-to-month,41,94.3,No
Month-to-month,13,29.15,No
Two year,19,20.85,No
Two year,60,37.7,No
Two year,48,95.5,Yes
Month-to-month,3,91.05,Yes
Two year,69,92.45,No
One year,43,44.15,No
One year,11,36.05,No
Month-to-month,45,50.25,No
Two year,72,109.75,No
Month-to-month,2,79.2,Yes
Two year,12,20.3,No
One year,67,112.35,No
Two year,37,94.3,No
One year,39,41.15,No
Month-to-month,41,74.65,No
Month-to-month,25,48.25,No
Two year,8,76.15,No
Two year,71,71.1,No
Month-to-month,5,96.55,No
One year,30,79.3,No
One year,40,89.6,No
Two year,54,20.5,No
Two year,72,106.3,No
One year,28,100.35,No
Month-to-month,18,85.6,No
Month-to-month,2,45.25,Yes
One year,59,106.15,No
Month-to-month,22,51.1,No
Month-to-month,1,19.9,No
Two year,72,25.7,No
Month-to-month,14,74.3,Yes
One year,50,99.4,No
One year,48,69.7,No
Month-to-month,49,98.35,No
Month-to-month,28,85.45,No
Month-to-month,68,95.9,No
Month-to-month,13,100.75,No
Month-to-month,11,89.2,No
Month-to-month,3,74.1,Yes
Month-to-month,57,100.6,Yes
Month-to-month,3,75.0,Yes
Two year,72,25.75,No
Two year,70,84.1,No
Two year,49,79.3,No
One year,67,107.05,No
Two year,46,20.05,No
Two year,64,70.2,Yes
Month-to-month,37,19.5,No
Month-to-month,2,70.75,Yes
Month-to-month,13,45.3,No
Two year,72,115.15,No
Two year,68,72.95,No
One year,15,19.65,No
Two year,24,19.55,No
Month-to-month,24,89.55,No
Month-to-month,27,50.35,No
Month-to-month,12,50.25,Yes
Two year,71,87.25,No
Two year,67,20.8,No
Two year,63,109.25,No
Month-to-month,1,20.35,No
Month-to-month,4,55.9,No
Month-to-month,40,79.2,Yes
Month-to-month,12,96.0,Yes
Two year,52,79.2,No
Month-to-month,10,24.0,No
One year,68,101.35,No
Month-to-month,54,100.1,Yes
Month-to-month,4,56.5,Yes
One year,52,35.45,No
Month-to-month,1,85.0,Yes
One year,70,79.4,No
One year,43,35.2,No
Two year,52,19.65,No
Two year,12,49.85,No
One year,56,68.75,No
Month-to-month,42,79.9,No
Month-to-month,22,89.75,No
One year,51,59.3,Yes
Month-to-month,27,19.4,No
One year,51,93.65,No
Month-to-month,4,49.4,Yes
Month-to-month,1,19.9,No
Month-to-month,35,55.0,Yes
One year,71,72.9,No
Month-to-month,1,69.2,Yes
Two year,69,25.6,No
One year,14,19.75,No
Month-to-month,57,55.7,No
Two year,72,117.5,No
Two year,48,19.85,No
Month-to-month,4,78.9,No
Month-to-month,31,20.65,No
One year,38,62.3,Yes
Month-to-month,37,92.5,Yes
Month-to-month,1,19.65,No
Two year,57,79.75,No
Two year,62,79.95,No
Month-to-month,3,29.9,No
Two year,72,19.75,No
Month-to-month,29,45.0,No
Month-to-month,13,44.8,No
Month-to-month,3,69.65,Yes
Month-to-month,11,51.1,No
Two year,21,53.15,No
Month-to-month,19,24.7,No
Two year,61,111.6,Yes
Month-to-month,11,48.55,Yes
Month-to-month,35,109.95,No
Month-to-month,25,20.8,No
Month-to-month,1,20.2,Yes
Two year,67,25.6,No
Month-to-month,19,39.65,Yes
One year,56,24.9,Yes
Two year,72,108.4,No
Two year,43,19.55,No
Month-to-month,55,85.1,No
Month-to-month,2,56.7,Yes
Month-to-month,27,69.05,No
Month-to-month,13,70.15,No
Two year,70,111.15,No
One year,14,105.95,Yes
One year,19,89.35,No
Month-to-month,20,89.1,No
One year,43,91.25,No
Month-to-month,5,90.35,No
One year,70,105.55,No
Two year,40,19.1,No
Two year,6,20.4,No
Two year,39,100.45,No
Month-to-month,4,74.95,Yes
Month-to-month,15,29.7,Yes
Month-to-month,1,50.35,Yes
Month-to-month,45,85.7,No
Two year,64,47.85,Yes
Month-to-month,57,94.0,No
Two year,72,69.85,No
Month-to-month,1,70.3,Yes
Two year,72,25.85,No
Two year,3,71.1,No
Month-to-month,55,98.8,Yes
Month-to-month,59,93.35,No
Month-to-month,18,99.85,Yes
Month-to-month,32,80.3,Yes
Month-to-month,4,50.55,No
Month-to-month,66,80.45,Yes
Month-to-month,27,81.3,No
Month-to-month,4,20.7,No
Month-to-month,60,79.05,No
Two year,8,19.05,No
Two year,8,19.6,No
Two year,35,20.2,No
Month-to-month,7,86.8,Yes
Two year,53,20.9,No
Month-to-month,18,103.6,No
Two year,15,38.8,No
One year,67,88.4,No
Month-to-month,6,84.2,Yes
Month-to-month,6,79.7,No
Month-to-month,13,99.0,Yes
Month-to-month,11,100.75,Yes
Month-to-month,1,19.3,No
Month-to-month,5,55.75,No
One year,13,19.95,No
Month-to-month,9,91.75,Yes
Month-to-month,29,89.65,No
Month-to-month,1,45.85,No
Month-to-month,1,79.55,Yes
Month-to-month,18,55.95,No
Month-to-month,2,69.0,No
Month-to-month,30,83.55,No
Two year,66,65.7,No
Two year,38,94.9,No
Month-to-month,44,61.9,No
Month-to-month,54,111.1,Yes
Month-to-month,2,20.0,No
One year,42,67.7,No
Two year,58,25.15,No
Month-to-month,58,92.85,No
Month-to-month,25,89.1,Yes
Two year,71,111.3,No
Month-to-month,37,101.9,Yes
Month-to-month,14,91.65,Yes
Month-to-month,4,88.85,Yes
One year,48,60.6,No
Month-to-month,3,25.3,Yes
Two year,8,65.5,No
Month-to-month,1,95.45,Yes
Two year,67,19.95,No
Month-to-month,13,91.1,Yes
One year,45,54.15,Yes
Month-to-month,49,74.6,No
Month-to-month,52,94.6,No
One year,63,81.15,No
Two year,68,89.05,No
Month-to-month,31,49.2,No
Two year,64,19.45,No
One year,62,104.3,No
Month-to-month,1,69.7,Yes
Month-to-month,6,89.5,Yes
Month-to-month,21,86.05,No
Two year,72,25.2,No
Month-to-month,32,35.15,No
One year,71,99.65,No
Month-to-month,34,105.35,No
Month-to-month,3,35.15,Yes
Month-to-month,12,73.75,Yes
Month-to-month,8,101.35,Yes
Two year,35,24.3,No
Month-to-month,3,80.7,No
Month-to-month,3,89.85,No
One year,53,61.1,No
Month-to-month,4,29.05,No
One year,48,99.7,No
Month-to-month,6,55.9,Yes
Month-to-month,3,105.9,Yes
Two year,54,46.0,No
Month-to-month,1,43.95,Yes
Month-to-month,62,80.4,No
One year,22,100.05,No
Month-to-month,1,45.1,Yes
One year,51,94.0,No
One year,30,68.95,No
One year,56,68.45,No
One year,35,69.0,No
Month-to-month,64,43.85,No
Month-to-month,30,44.5,No
Two year,25,18.7,No
Month-to-month,41,70.25,Yes
Month-to-month,9,55.35,Yes
Month-to-month,1,53.55,No
Two year,70,114.6,No
Two year,57,20.1,No
Month-to-month,9,85.5,No
One year,69,108.75,No
Month-to-month,43,103.0,Yes
Two year,72,97.85,No
Two year,44,19.55,No
Two year,72,84.05,No
One year,33,103.75,Yes
Month-to-month,54,89.4,No
Two year,27,19.7,No
Month-to-month,54,79.85,No
Month-to-month,3,74.45,No
One year,53,74.1,No
Month-to-month,1,69.35,Yes
One year,15,18.8,No
Month-to-month,56,73.85,Yes
Month-to-month,5,64.4,No
One year,48,55.8,No
Month-to-month,25,20.05,No
Month-to-month,3,75.15,Yes
One year,58,99.15,No
Month-to-month,10,56.75,No
Month-to-month,1,69.6,Yes
Two year,71,104.15,No
Two year,65,110.8,No
Month-to-month,5,80.15,Yes
Month-to-month,28,35.75,No
Two year,67,69.9,No
One year,35,89.2,No
Two year,72,55.65,No
One year,61,50.7,No
Two year,68,20.0,No
Month-to-month,1,30.5,Yes
Month-to-month,3,19.1,No
Two year,70,98.3,Yes
Month-to-month,48,45.55,No
One year,68,101.05,No
One year,47,103.7,No
One year,32,36.25,No
Month-to-month,5,49.4,No
Two year,49,19.9,No
Month-to-month,48,107.4,Yes
Month-to-month,13,82.0,Yes
Month-to-month,15,19.8,No
Month-to-month,12,45.05,No
Two year,67,64.55,No
Month-to-month,9,86.25,No
Two year,13,19.75,No
One year,38,89.1,No
Month-to-month,42,95.55,No
Month-to-month,24,75.4,Yes
Month-to-month,27,101.25,Yes
Month-to-month,9,102.6,No
One year,49,56.3,No
Month-to-month,61,94.2,No
One year,50,43.05,No
Month-to-month,25,89.5,Yes
Month-to-month,22,74.4,Yes
Month-to-month,1,20.5,Yes
Month-to-month,4,74.35,Yes
Month-to-month,18,99.75,Yes
One year,56,111.95,Yes
One year,53,94.0,No
One year,51,98.85,No
Two year,24,64.35,No
Two year,62,72.0,No
Month-to-month,24,49.7,No
Two year,70,80.7,No
Month-to-month,1,24.2,No
Month-to-month,16,39.0,Yes
Month-to-month,8,65.45,No
Two year,72,74.35,No
Month-to-month,23,83.2,No
Month-to-month,31,25.0,No
One year,37,40.2,No
Month-to-month,30,94.1,Yes
One year,35,108.35,No
Month-to-month,23,69.5,No
One year,20,76.0,No
Month-to-month,36,93.6,No
Month-to-month,8,95.65,Yes
One year,71,100.55,No
Month-to-month,50,88.05,Yes
One year,43,24.45,No
Two year,57,89.55,No
One year,41,66.5,Yes
Month-to-month,27,76.1,No
Month-to-month,13,80.5,No
Month-to-month,3,35.45,Yes
One year,67,20.55,No
Month-to-month,3,49.9,Yes
Two year,64,105.4,No
Month-to-month,26,35.75,No
Month-to-month,38,95.1,No
One year,23,19.3,No
Month-to-month,40,104.5,Yes
Two year,72,63.1,No
Month-to-month,3,75.05,Yes
